"Time","Position","Velocity","Acceleration","Potential"
1.17,,,,2.375
1.18,0.427,-0.209,-0.247,2.375
1.19,,,,2.370
1.20,0.423,-0.211,0.089,2.375
1.21,,,,2.375
1.22,0.419,-0.208,0.506,2.370
1.23,,,,2.375
1.24,0.414,-0.193,1.008,2.375
1.25,,,,2.375
1.26,0.411,-0.165,1.373,2.370
1.27,,,,2.375
1.28,0.408,-0.134,1.571,2.375
1.29,,,,1.037
1.30,0.405,-0.103,1.823,2.370
1.31,,,,2.375
1.32,0.404,-0.063,2.115,2.370
1.33,,,,2.375
1.34,0.403,-0.017,2.283,2.370
1.35,,,,2.375
1.36,0.403,0.033,2.226,2.375
1.37,,,,2.375
1.38,0.404,0.076,1.987,2.370
1.39,,,,2.370
1.40,0.406,0.111,1.797,2.375
1.41,,,,2.375
1.42,0.409,0.146,1.658,2.370
1.43,,,,2.375
1.44,0.412,0.181,1.340,2.375
1.45,,,,2.375
1.46,0.416,0.203,0.849,2.375
1.47,,,,2.370
1.48,0.420,0.214,0.370,2.375
1.49,,,,2.375
1.50,0.425,0.217,-0.066,2.375
1.51,,,,2.375
1.52,0.429,0.212,-0.526,2.370
1.53,,,,2.375
1.54,0.433,0.197,-1.035,2.375
1.55,,,,2.370
1.56,0.437,0.169,-1.444,2.375
1.57,,,,2.370
1.58,0.440,0.136,-1.673,2.375
1.59,,,,2.370
1.60,0.442,0.100,-1.826,2.375
1.61,,,,2.375
1.62,0.444,0.064,-2.027,2.370
1.63,,,,2.375
1.64,0.445,0.020,-2.231,2.375
1.65,,,,2.375
1.66,0.445,-0.029,-2.232,2.375
1.67,,,,2.375
1.68,0.444,-0.073,-2.033,2.375
1.69,,,,2.375
1.70,0.442,-0.109,-1.855,2.375
1.71,,,,2.375
1.72,0.440,-0.147,-1.664,2.375
1.73,,,,2.370
1.74,0.436,-0.179,-1.287,2.375
1.75,,,,2.370
1.76,0.432,-0.200,-0.826,2.375
1.77,,,,2.375
1.78,0.428,-0.213,-0.321,2.370
1.79,,,,2.375
1.80,0.423,-0.211,0.124,2.375
1.81,,,,2.370
1.82,0.419,-0.206,0.448,2.375
1.83,,,,2.370
1.84,0.415,-0.195,0.837,2.375
1.85,,,,2.375
1.86,0.411,-0.172,1.231,2.375
1.87,,,,2.375
1.88,0.408,-0.144,1.540,2.375
1.89,,,,1.589
1.90,0.406,-0.111,1.831,1.924
1.91,,,,2.375
1.92,0.404,-0.071,2.094,2.370
1.93,,,,2.375
1.94,0.403,-0.025,2.256,2.375
1.95,,,,2.375
1.96,0.403,0.021,2.297,2.370
1.97,,,,2.375
1.98,0.403,0.070,2.153,2.370
1.99,,,,2.375
2.00,0.406,0.111,1.826,2.370
2.01,,,,2.375
2.02,0.408,0.142,1.534,2.375
2.03,,,,2.375
2.04,0.411,0.170,1.311,2.375
2.05,,,,2.375
2.06,0.415,0.195,1.026,2.370
2.07,,,,2.375
2.08,0.419,0.215,0.578,2.375
2.09,,,,2.370
2.10,0.424,0.220,0.023,2.375
2.11,,,,2.370
2.12,0.428,0.213,-0.449,2.375
2.13,,,,2.375
2.14,0.432,0.202,-0.886,2.375
2.15,,,,2.375
2.16,0.436,0.180,-1.358,2.380
2.17,,,,2.375
2.18,0.440,0.145,-1.697,2.375
2.19,,,,2.370
2.20,0.442,0.109,-1.912,2.375
2.21,,,,2.370
2.22,0.444,0.070,-2.150,2.375
2.23,,,,2.375
2.24,0.445,0.020,-2.214,2.370
2.25,,,,2.375
2.26,0.445,-0.023,-2.076,2.375
2.27,,,,2.375
2.28,0.444,-0.061,-1.991,2.375
2.29,,,,2.370
2.30,0.443,-0.101,-1.946,2.375
2.31,,,,2.370
2.32,0.440,-0.142,-1.744,2.375
2.33,,,,2.375
2.34,0.437,-0.175,-1.338,2.370
2.35,,,,2.375
2.36,0.433,-0.197,-0.827,2.370
2.37,,,,2.375
2.38,0.429,-0.206,-0.390,2.370
2.39,,,,2.375
2.40,0.425,-0.211,-0.052,2.375
2.41,,,,2.375
2.42,0.420,-0.210,0.367,2.370
2.43,,,,2.370
2.44,0.416,-0.198,0.867,2.375
2.45,,,,2.375
2.46,0.412,-0.174,1.288,2.370
2.47,,,,2.375
2.48,0.409,-0.143,1.546,2.375
2.49,,,,2.339
2.50,0.406,-0.111,1.725,1.143
2.51,,,,2.375
2.52,0.404,-0.075,1.943,2.370
2.53,,,,2.375
2.54,0.403,-0.034,2.166,2.370
2.55,,,,2.375
2.56,0.403,0.013,2.271,2.370
2.57,,,,2.375
2.58,0.404,0.062,2.118,2.375
2.59,,,,2.375
2.60,0.406,0.100,1.835,2.375
2.61,,,,2.370
2.62,0.408,0.133,1.630,2.375
2.63,,,,2.375
2.64,0.411,0.166,1.379,2.370
2.65,,,,2.375
2.66,0.415,0.190,1.029,2.375
2.67,,,,2.370
2.68,0.419,0.209,0.580,2.375
2.69,,,,2.375
2.70,0.423,0.215,0.037,2.375
2.71,,,,2.375
2.72,0.427,0.209,-0.434,2.370
2.73,,,,2.375
2.74,0.432,0.196,-0.801,2.370
2.75,,,,2.375
2.76,0.435,0.176,-1.112,2.375
2.77,,,,2.375
2.78,0.439,0.152,-1.444,2.375
2.79,,,,2.375
2.80,0.441,0.120,-1.849,2.375
2.81,,,,2.375
2.82,0.444,0.077,-2.159,2.370
2.83,,,,2.375
2.84,0.445,0.028,-2.173,2.370
2.85,,,,2.375
2.86,0.445,-0.014,-2.026,2.375
2.87,,,,2.370
2.88,0.444,-0.050,-2.002,2.375
2.89,,,,2.375
2.90,0.443,-0.092,-2.036,2.370
2.91,,,,2.375
2.92,0.440,-0.137,-1.816,2.375
2.93,,,,2.370
2.94,0.437,-0.169,-1.355,2.375
2.95,,,,2.370
2.96,0.433,-0.190,-0.885,2.375
2.97,,,,2.370
2.98,0.429,-0.203,-0.497,2.375
2.99,,,,2.375
3.00,0.425,-0.209,-0.189,2.370
3.01,,,,2.375
3.02,0.421,-0.211,0.171,2.375
3.03,,,,2.370
3.04,0.417,-0.204,0.631,2.375
3.05,,,,2.370
3.06,0.413,-0.186,1.105,2.375
3.07,,,,2.375
3.08,0.409,-0.159,1.535,2.375
3.09,,,,2.375
3.10,0.406,-0.124,1.890,1.068
3.11,,,,2.370
3.12,0.404,-0.080,2.073,2.380
3.13,,,,2.375
3.14,0.403,-0.038,2.107,2.375
3.15,,,,2.375
3.16,0.403,0.003,2.169,2.375
3.17,,,,2.375
3.18,0.403,0.048,2.212,2.375
3.19,,,,2.375
3.20,0.404,0.096,2.051,2.370
3.21,,,,2.375
3.22,0.407,0.134,1.700,2.375
3.23,,,,2.370
3.24,0.410,0.163,1.358,2.375
3.25,,,,2.375
3.26,0.414,0.187,1.060,2.375
3.27,,,,2.375
3.28,0.418,0.206,0.729,2.370
3.29,,,,2.375
3.30,0.422,0.219,0.269,2.370
3.31,,,,2.375
3.32,0.427,0.219,-0.315,2.375
3.33,,,,2.375
3.34,0.431,0.205,-0.814,2.375
3.35,,,,2.375
3.36,0.435,0.183,-1.145,2.375
3.37,,,,2.375
3.38,0.438,0.157,-1.399,2.370
3.39,,,,2.375
3.40,0.441,0.129,-1.732,2.380
3.41,,,,2.375
3.42,0.444,0.090,-2.109,2.375
3.43,,,,2.370
3.44,0.445,0.041,-2.295,2.375
3.45,,,,2.375
3.46,0.445,-0.006,-2.260,2.375
3.47,,,,2.375
3.48,0.445,-0.050,-2.130,2.375
3.49,,,,2.375
3.50,0.443,-0.092,-1.950,2.375
3.51,,,,2.370
3.52,0.441,-0.131,-1.674,2.375
3.53,,,,2.375
3.54,0.438,-0.159,-1.370,2.375
3.55,,,,2.375
3.56,0.434,-0.184,-1.089,2.370
3.57,,,,2.375
3.58,0.430,-0.206,-0.674,2.370
3.59,,,,2.375
3.60,0.426,-0.214,-0.143,2.375
3.61,,,,2.375
3.62,0.422,-0.209,0.292,2.375
3.63,,,,2.375
3.64,0.418,-0.199,0.591,2.370
3.65,,,,2.375
3.66,0.414,-0.187,0.945,2.375
3.67,,,,2.375
3.68,0.410,-0.164,1.419,2.375
3.69,,,,2.375
3.70,0.407,-0.129,1.848,1.863
3.71,,,,1.645
3.72,0.405,-0.086,2.050,2.375
3.73,,,,2.375
3.74,0.403,-0.044,2.057,2.370
3.75,,,,2.375
3.76,0.403,-0.004,2.058,2.375
3.77,,,,2.375
3.78,0.403,0.038,2.086,2.370
3.79,,,,2.375
3.80,0.404,0.080,2.070,2.375
3.81,,,,2.370
3.82,0.406,0.122,1.929,2.375
3.83,,,,2.375
3.84,0.409,0.161,1.570,2.370
3.85,,,,2.375
3.86,0.413,0.188,1.067,2.375
3.87,,,,2.370
3.88,0.417,0.203,0.617,2.375
3.89,,,,2.375
3.90,0.421,0.211,0.225,2.375
3.91,,,,2.375
3.92,0.426,0.211,-0.153,2.375
3.93,,,,2.375
3.94,0.430,0.206,-0.566,2.370
3.95,,,,2.375
3.96,0.434,0.190,-1.025,2.375
3.97,,,,2.370
3.98,0.438,0.164,-1.423,2.375
3.99,,,,2.375
4.00,0.441,0.132,-1.769,2.370
4.01,,,,2.375
4.02,0.443,0.092,-2.021,2.370
4.03,,,,2.375
4.04,0.444,0.048,-2.101,2.370
4.05,,,,2.375
4.06,0.445,0.007,-2.128,2.375
4.07,,,,2.375
4.08,0.445,-0.036,-2.166,2.375
4.09,,,,2.375
4.10,0.443,-0.082,-2.098,2.370
4.11,,,,2.375
4.12,0.441,-0.123,-1.869,2.370
4.13,,,,2.375
4.14,0.438,-0.159,-1.506,2.370
4.15,,,,2.375
4.16,0.435,-0.184,-1.073,2.375
4.17,,,,2.370
4.18,0.431,-0.200,-0.680,2.375
4.19,,,,2.375
4.20,0.427,-0.212,-0.289,2.370
4.21,,,,2.375
4.22,0.422,-0.213,0.130,2.370
4.23,,,,2.375
4.24,0.418,-0.205,0.504,2.375
4.25,,,,2.375
4.26,0.414,-0.194,0.932,2.375
4.27,,,,2.375
4.28,0.410,-0.169,1.406,2.375
4.29,,,,2.375
4.30,0.407,-0.136,1.797,2.370
4.31,,,,1.068
4.32,0.405,-0.094,2.005,2.370
4.33,,,,2.375
4.34,0.403,-0.052,2.041,2.375
4.35,,,,2.375
4.36,0.403,-0.014,2.102,2.375
4.37,,,,2.370
4.38,0.403,0.030,2.195,2.375
4.39,,,,2.370
4.40,0.404,0.076,2.164,2.375
4.41,,,,2.375
4.42,0.406,0.121,1.904,2.380
4.43,,,,2.375
4.44,0.409,0.155,1.504,2.375
4.45,,,,2.370
4.46,0.412,0.180,1.157,2.375
4.47,,,,2.375
4.48,0.416,0.200,0.853,2.375
4.49,,,,2.375
4.50,0.420,0.215,0.498,2.375
4.51,,,,2.375
4.52,0.425,0.224,-0.034,2.375
4.53,,,,2.370
4.54,0.429,0.215,-0.658,2.375
4.55,,,,2.370
4.56,0.434,0.194,-1.115,2.375
4.57,,,,2.375
4.58,0.437,0.168,-1.436,2.370
4.59,,,,2.375
4.60,0.440,0.136,-1.712,2.370
4.61,,,,2.370
4.62,0.443,0.098,-1.905,2.370
4.63,,,,2.375
4.64,0.444,0.060,-2.076,2.375
4.65,,,,2.375
4.66,0.445,0.016,-2.229,2.375
4.67,,,,2.375
4.68,0.445,-0.032,-2.240,2.375
4.69,,,,2.375
4.70,0.444,-0.077,-2.077,2.375
4.71,,,,2.375
4.72,0.442,-0.117,-1.784,2.375
4.73,,,,2.370
4.74,0.439,-0.147,-1.522,2.375
4.75,,,,2.375
4.76,0.436,-0.177,-1.281,2.370
4.77,,,,2.375
4.78,0.432,-0.202,-0.874,2.370
4.79,,,,2.375
4.80,0.428,-0.214,-0.369,2.375
4.81,,,,2.375
4.82,0.423,-0.217,0.150,2.375
4.83,,,,2.370
4.84,0.419,-0.208,0.652,2.375
4.85,,,,2.375
4.86,0.415,-0.188,0.998,2.370
4.87,,,,2.375
4.88,0.411,-0.165,1.211,2.370
4.89,,,,2.375
4.90,0.408,-0.141,1.490,2.375
4.91,,,,1.245
4.92,0.405,-0.108,1.851,2.263
4.93,,,,2.375
4.94,0.404,-0.066,2.157,2.375
4.95,,,,2.375
4.96,0.403,-0.019,2.297,2.370
4.97,,,,2.375
4.98,0.403,0.030,2.197,2.370
4.99,,,,2.375
5.00,0.404,0.072,1.964,2.375
5.01,,,,2.375
5.02,0.406,0.108,1.756,2.375
5.03,,,,2.375
5.04,0.408,0.141,1.570,2.370
5.05,,,,2.375
5.06,0.412,0.171,1.333,2.370
5.07,,,,2.375
5.08,0.415,0.196,0.999,2.370
5.09,,,,2.375
5.10,0.419,0.215,0.497,2.375
5.11,,,,2.370
5.12,0.424,0.217,-0.051,2.375
5.13,,,,2.375
5.14,0.428,0.210,-0.495,2.370
5.15,,,,2.370
5.16,0.433,0.197,-0.930,2.375
5.17,,,,2.375
5.18,0.436,0.171,-1.278,2.375
5.19,,,,2.375
5.20,0.439,0.145,-1.580,2.370
5.21,,,,2.370
5.22,0.442,0.110,-1.959,2.375
5.23,,,,2.375
5.24,0.444,0.064,-2.204,2.370
5.25,,,,2.375
5.26,0.445,0.018,-2.223,2.375
5.27,,,,2.370
5.28,0.445,-0.026,-2.121,2.375
5.29,,,,2.370
5.30,0.444,-0.068,-1.958,2.375
5.31,,,,2.375
5.32,0.442,-0.103,-1.831,2.375
5.33,,,,2.375
5.34,0.440,-0.140,-1.713,2.375
5.35,,,,2.375
5.36,0.436,-0.176,-1.375,2.375
5.37,,,,2.370
5.38,0.432,-0.200,-0.834,2.370
5.39,,,,2.370
5.40,0.428,-0.208,-0.339,2.375
5.41,,,,2.375
5.42,0.424,-0.210,0.033,2.370
5.43,,,,2.375
5.44,0.420,-0.208,0.452,2.370
5.45,,,,2.375
5.46,0.415,-0.194,0.928,2.375
5.47,,,,2.370
5.48,0.412,-0.169,1.301,2.375
5.49,,,,2.375
5.50,0.409,-0.139,1.540,2.375
5.51,,,,2.101
5.52,0.406,-0.107,1.722,1.402
5.53,,,,2.375
5.54,0.404,-0.071,1.932,2.375
5.55,,,,2.375
5.56,0.403,-0.029,2.134,2.375
5.57,,,,2.370
5.58,0.403,0.017,2.213,2.375
5.59,,,,2.370
5.60,0.404,0.061,2.157,2.375
5.61,,,,2.375
5.62,0.406,0.106,1.935,2.370
5.63,,,,2.375
5.64,0.408,0.141,1.589,2.370
5.65,,,,2.370
5.66,0.411,0.169,1.249,2.375
5.67,,,,2.375
5.68,0.415,0.191,0.886,2.375
5.69,,,,2.375
5.70,0.419,0.205,0.508,2.370
5.71,,,,2.375
5.72,0.423,0.212,0.108,2.375
5.73,,,,2.375
5.74,0.428,0.209,-0.297,2.375
5.75,,,,2.370
5.76,0.432,0.201,-0.744,2.375
5.77,,,,2.370
5.78,0.436,0.181,-1.272,2.375
5.79,,,,2.375
5.80,0.439,0.147,-1.678,2.375
5.81,,,,2.375
5.82,0.442,0.110,-1.899,2.375
5.83,,,,2.375
5.84,0.444,0.071,-2.048,2.375
5.85,,,,2.370
5.86,0.445,0.026,-2.085,2.375
5.87,,,,2.375
5.88,0.445,-0.013,-2.084,2.375
5.89,,,,2.375
5.90,0.444,-0.055,-2.140,2.375
5.91,,,,2.375
5.92,0.443,-0.102,-2.024,2.375
5.93,,,,2.370
5.94,0.440,-0.140,-1.697,2.375
5.95,,,,2.375
5.96,0.437,-0.171,-1.307,2.375
5.97,,,,2.375
5.98,0.433,-0.193,-0.859,2.370
5.99,,,,2.375
6.00,0.429,-0.204,-0.469,2.370
6.01,,,,2.375
6.02,0.425,-0.210,-0.155,2.375
6.03,,,,2.375
6.04,0.420,-0.212,0.247,2.370
6.05,,,,2.375
6.06,0.416,-0.202,0.700,2.375
6.07,,,,2.375
6.08,0.412,-0.183,1.138,2.370
6.09,,,,2.375
6.10,0.409,-0.156,1.557,2.375
6.11,,,,2.375
6.12,0.406,-0.120,1.908,1.062
6.13,,,,2.370
6.14,0.404,-0.077,2.096,2.370
6.15,,,,2.370
6.16,0.403,-0.033,2.120,2.370
6.17,,,,2.370
6.18,0.402,0.008,2.131,2.370
6.19,,,,2.375
6.20,0.403,0.051,2.139,2.370
6.21,,,,2.375
6.22,0.405,0.094,2.086,2.375
6.23,,,,2.370
6.24,0.407,0.139,1.828,2.375
6.25,,,,2.375
6.26,0.410,0.172,1.349,2.375
6.27,,,,2.375
6.28,0.414,0.191,0.908,2.370
6.29,,,,2.375
6.30,0.418,0.206,0.533,2.375
6.31,,,,2.370
6.32,0.422,0.213,0.148,2.375
6.33,,,,2.370
6.34,0.427,0.212,-0.233,2.375
6.35,,,,2.375
6.36,0.431,0.204,-0.644,2.375
6.37,,,,2.375
6.38,0.435,0.188,-1.139,2.375
6.39,,,,2.375
6.40,0.439,0.158,-1.597,2.370
6.41,,,,2.370
6.42,0.441,0.121,-1.868,2.375
6.43,,,,2.375
6.44,0.444,0.082,-2.044,2.370
6.45,,,,2.375
6.46,0.445,0.037,-2.117,2.370
6.47,,,,2.375
6.48,0.445,-0.003,-2.154,2.375
6.49,,,,2.375
6.50,0.445,-0.048,-2.198,2.375
6.51,,,,2.370
6.52,0.443,-0.094,-2.067,2.375
6.53,,,,2.370
6.54,0.441,-0.134,-1.773,2.375
6.55,,,,2.375
6.56,0.438,-0.166,-1.407,2.375
6.57,,,,2.370
6.58,0.434,-0.191,-0.965,2.375
6.59,,,,2.370
6.60,0.430,-0.205,-0.519,2.375
6.61,,,,2.375
6.62,0.426,-0.210,-0.159,2.375
6.63,,,,2.375
6.64,0.421,-0.211,0.196,2.370
6.65,,,,2.375
6.66,0.417,-0.203,0.603,2.375
6.67,,,,2.375
6.68,0.413,-0.188,1.065,2.375
6.69,,,,2.375
6.70,0.409,-0.160,1.495,2.375
6.71,,,,2.375
6.72,0.407,-0.126,1.822,1.564
6.73,,,,1.949
6.74,0.404,-0.085,2.019,2.375
6.75,,,,2.375
6.76,0.403,-0.044,2.110,2.375
6.77,,,,2.375
6.78,0.402,-0.001,2.187,2.375
6.79,,,,2.375
6.80,0.403,0.046,2.151,2.375
6.81,,,,2.370
6.82,0.404,0.087,2.025,2.375
6.83,,,,2.375
6.84,0.407,0.126,1.872,2.370
6.85,,,,2.370
6.86,0.409,0.164,1.554,2.375
6.87,,,,2.370
6.88,0.413,0.192,1.071,2.375
6.89,,,,2.375
6.90,0.417,0.207,0.588,2.370
6.91,,,,2.375
6.92,0.422,0.214,0.171,2.370
6.93,,,,2.375
6.94,0.426,0.213,-0.201,2.370
6.95,,,,2.375
6.96,0.430,0.207,-0.626,2.375
6.97,,,,2.370
6.98,0.435,0.188,-1.063,2.375
6.99,,,,2.370
7.00,0.438,0.163,-1.450,2.375
7.01,,,,2.375
7.02,0.441,0.131,-1.846,2.370
7.03,,,,2.375
7.04,0.443,0.087,-2.091,2.375
7.05,,,,2.375
7.06,0.445,0.043,-2.135,2.375
7.07,,,,2.370
7.08,0.445,0.000,-2.101,2.375
7.09,,,,2.375
7.10,0.445,-0.039,-2.102,2.375
7.11,,,,2.375
7.12,0.444,-0.083,-2.113,2.375
7.13,,,,2.375
7.14,0.441,-0.128,-1.920,2.375
7.15,,,,2.375
7.16,0.438,-0.163,-1.539,2.375
7.17,,,,2.375
7.18,0.435,-0.190,-1.073,2.370
7.19,,,,2.375
7.20,0.430,-0.207,-0.573,2.370
7.21,,,,2.375
7.22,0.426,-0.213,-0.111,2.375
7.23,,,,2.375
7.24,0.422,-0.209,0.262,2.370
7.25,,,,2.375
7.26,0.418,-0.201,0.562,2.375
7.27,,,,2.375
7.28,0.414,-0.188,0.910,2.370
7.29,,,,2.375
7.30,0.410,-0.166,1.318,2.375
7.31,,,,2.375
7.32,0.407,-0.136,1.747,2.355
7.33,,,,1.088
7.34,0.404,-0.095,2.115,2.370
7.35,,,,2.370
7.36,0.403,-0.046,2.231,2.375
7.37,,,,2.375
7.38,0.403,-0.002,2.128,2.370
7.39,,,,2.375
7.40,0.403,0.038,2.021,2.375
7.41,,,,2.370
7.42,0.404,0.078,1.950,2.375
7.43,,,,2.370
7.44,0.406,0.117,1.819,2.375
7.45,,,,2.375
7.46,0.409,0.153,1.585,2.375
7.47,,,,2.375
7.48,0.412,0.182,1.273,2.370
7.49,,,,2.375
7.50,0.416,0.205,0.864,2.375
7.51,,,,2.370
7.52,0.421,0.219,0.333,2.370
7.53,,,,2.370
7.54,0.425,0.219,-0.231,2.375
7.55,,,,2.375
7.56,0.430,0.206,-0.653,2.370
7.57,,,,2.375
7.58,0.434,0.190,-0.950,2.370
7.59,,,,2.375
7.60,0.437,0.171,-1.347,2.375
7.61,,,,2.370
7.62,0.441,0.139,-1.829,2.375
7.63,,,,2.375
7.64,0.443,0.094,-2.135,2.370
7.65,,,,2.375
7.66,0.444,0.049,-2.219,2.370
7.67,,,,2.375
7.68,0.445,0.004,-2.187,2.370
7.69,,,,2.375
7.70,0.445,-0.039,-2.110,2.370
7.71,,,,2.370
7.72,0.443,-0.081,-1.969,2.375
7.73,,,,2.375
7.74,0.441,-0.120,-1.713,2.375
7.75,,,,2.375
7.76,0.438,-0.149,-1.476,2.370
7.77,,,,2.375
7.78,0.435,-0.178,-1.254,2.370
7.79,,,,2.375
7.80,0.431,-0.203,-0.833,2.375
7.81,,,,2.370
7.82,0.427,-0.214,-0.284,2.375
7.83,,,,2.370
7.84,0.423,-0.214,0.221,2.375
7.85,,,,2.375
7.86,0.418,-0.203,0.612,2.370
7.87,,,,2.370
7.88,0.414,-0.187,0.903,2.375
7.89,,,,2.375
7.90,0.411,-0.168,1.228,2.375
7.91,,,,2.375
7.92,0.408,-0.139,1.597,2.375
7.93,,,,1.047
7.94,0.405,-0.102,1.893,2.370
7.95,,,,2.375
7.96,0.403,-0.062,2.120,2.375
7.97,,,,2.370
7.98,0.402,-0.017,2.296,2.375
7.99,,,,2.370
8.00,0.403,0.034,2.257,2.375
8.01,,,,2.375
8.02,0.404,0.078,1.997,2.375
8.03,,,,2.375
8.04,0.406,0.111,1.791,2.370
8.05,,,,2.375
8.06,0.408,0.147,1.661,2.375
8.07,,,,2.375
8.08,0.412,0.182,1.333,2.375
8.09,,,,2.375
8.10,0.416,0.203,0.851,2.375
8.11,,,,2.375
8.12,0.420,0.215,0.391,2.370
8.13,,,,2.375
8.14,0.425,0.219,-0.094,2.375
8.15,,,,2.375
8.16,0.429,0.212,-0.575,2.375
8.17,,,,2.375
8.18,0.433,0.195,-0.989,2.375
8.19,,,,2.370
8.20,0.437,0.171,-1.343,2.375
8.21,,,,2.375
8.22,0.440,0.140,-1.625,2.375
8.23,,,,2.375
8.24,0.443,0.106,-1.910,2.370
8.25,,,,2.375
8.26,0.445,0.064,-2.201,2.375
8.27,,,,2.375
8.28,0.445,0.014,-2.293,2.375
8.29,,,,2.375
8.30,0.445,-0.031,-2.199,2.375
8.31,,,,2.375
8.32,0.444,-0.074,-2.029,2.375
8.33,,,,2.375
8.34,0.442,-0.114,-1.777,2.370
8.35,,,,2.375
8.36,0.439,-0.144,-1.561,2.375
8.37,,,,2.375
8.38,0.436,-0.175,-1.364,2.375
8.39,,,,2.375
8.40,0.432,-0.203,-0.980,2.375
8.41,,,,2.375
8.42,0.428,-0.218,-0.414,2.370
8.43,,,,2.375
8.44,0.423,-0.219,0.150,2.375
8.45,,,,2.375
8.46,0.419,-0.209,0.581,2.375
8.47,,,,2.375
8.48,0.415,-0.193,0.881,2.375
8.49,,,,2.370
8.50,0.411,-0.175,1.207,2.375
8.51,,,,2.375
8.52,0.408,-0.146,1.596,2.375
8.53,,,,1.894
8.54,0.405,-0.109,1.909,1.630
8.55,,,,2.370
8.56,0.403,-0.069,2.153,2.375
8.57,,,,2.375
8.58,0.402,-0.022,2.312,2.370
8.59,,,,2.375
8.60,0.402,0.028,2.255,2.370
8.61,,,,2.375
8.62,0.404,0.071,2.031,2.370
8.63,,,,2.375
8.64,0.405,0.108,1.814,2.375
8.65,,,,2.370
8.66,0.408,0.143,1.599,2.370
8.67,,,,2.375
8.68,0.411,0.174,1.295,2.370
8.69,,,,2.375
8.70,0.415,0.196,0.926,2.370
8.71,,,,2.375
8.72,0.419,0.211,0.546,2.375
